"cim_version",datamodel,object,field,"data_type",description,"possible_values",recommended,deprecated
"4.3.1",Performance,Storage,"storage_used",number,"The used amount of storage capacity reported by the resource, in megabytes.",,,
"4.3.1",Performance,Storage,"storage_used_percent",number,"The percentage of storage capacity reported by the resource that is used.",,,
"4.3.1",Performance,Storage,"write_blocks",number,"The number of blocks written by the resource.",,,
"4.3.1",Performance,Storage,"write_latency",number,"The latency of write operations, in milliseconds.",,,
"4.3.1",Performance,Storage,"write_ops",number,"The total number of write operations processed by the resource.",,,
"4.3.1",Performance,Timesync,action,string,"The result of a time sync event.","success, failure,unknown",,
"4.3.1",Performance,Uptime,uptime,number,"The uptime of the compute resource, in seconds.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","affect_dest",string,"Destinations affected by the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management",comments,string,"Comments about the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management",description,string,"The description of the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management",dest,string,"The destination of the service request. You can aliasthis from more specific fields, such as dest_host,dest_ip, or dest_name.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","dest_bunit",string,"The business unit of the destination.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","dest_category",string,"The category of the destination.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","dest_priority",string,"The priority of the destination.",,,
"4.3.1","Ticket_Management","All_Ticket_Management",priority,string,"The relative priority of the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management",severity,string,"The relative severity of the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","src_user",string,"The user or entity that triggered or created the service request, if applicable.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","src_user_bunit",string,"The business user associated with the user or entity that triggered the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","src_user_category",string,"The category associated with the user or entity that triggered the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management",status,string,"The relative status of the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management",tag,string,"A tag for the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","ticket_id",string,"An identification name, code, or number for the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","time_submitted",time,"The time that the src_user submitted the service request.",,,
"4.3.1","Ticket_Management","All_Ticket_Management",user,string,"The name of the user or entity that is assigned to carry out the service request, if applicable.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","user_bunit",string,"The business unit associated with the user or entity that is assigned to carry out the service request, if applicable.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","user_category",string,"The category associated with the user or entity that is assigned to carry out the service request, if applicable.",,,
"4.3.1","Ticket_Management","All_Ticket_Management","user_priority",string,"The priority of the user or entity that is assigned to carry out the service request, if applicable.",,,
"4.3.1","Ticket_Management",Change,change,string,"Designation for a request for change (RFC) that is raised to modify an IT service to resolve an incidentor problem.",,,
"4.3.1","Ticket_Management",Incident,incident,string,"The incident that triggered the service request. Can be a rare occurrence, or something that happens more frequently An incident that occurs on a frequent basis can also be classified as a problem.",,,
"4.3.1","Ticket_Management",Problem,problem,string,"When multiple occurrences of related incidents are observed, they are collectively designated with a singleproblem value. Problem management differs from the process of managing an isolated incident. Often problems are managed by a specific set of staff and through a problem management process.",,,
"4.3.1",Updates,Updates,dest,string,"The system that is affected by the patch change. You can alias this from more specific fields, such as dest_host,dest_ip, or dest_name.",,,
"4.3.1",Updates,Updates,"dest_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Updates,Updates,"dest_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Updates,Updates,"dest_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Updates,Updates,"dest_should_update",boolean,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Updates,Updates,dvc,string,"The device that detected the patch event, such as a patching or configuration management server. You can alias this from more specific fields, such as dvc_host, dvc_ip, ordvc_name.",,,
"4.3.1",Updates,Updates,"file_hash",string,"The checksum of the patch package that was installed or attempted.",,,
"4.3.1",Updates,Updates,"file_name",string,"The name of the patch package that was installed or attempted.",,,
"4.3.1",Updates,Updates,severity,string,"The severity associated with the patch event.","critical, high, medium, low,informational",,
"4.3.1",Updates,Updates,signature,string,"The name of the patch requirement detected on the client (the dest), such asMS08-067 or RHBA-2013:0739. Note: This is a string value. Please usesignature_id for numeric indicators.",,,
"4.3.1",Updates,Updates,"signature_id",int,"The numeric ID of the intrusion detected on the client (the src). Note: This is an integer value. Please use signature_id for human-readable signature names.",,,
"4.3.1",Updates,Updates,status,string,"Indicates the status of a given patch requirement.","available, installed, invalid,reboot_required, unknown",,
"4.3.1",Updates,Updates,tag,string,"This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.",,,
"4.3.1",Updates,Updates,"vendor_product",string,"The patch monitoring product, such asTEM, Patchlink, or SCCM.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,bugtraq,string,"Corresponds to an identifier in the vulnerability database provided by the Security Focus website (searchable athttp://www.securityfocus.com/).",,,
"4.3.1",Vulnerabilities,Vulnerabilities,category,string,"The category of the discovered vulnerability, such as DoS. Note: This field is a string. Please use acategory_id field for fields that are integer data type. Keep in mind that thecategory_id field is optional and thus is not part of the CIM.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,cert,string,"Corresponds to an identifier in the vulnerability database provided by the US Computer Emergency Readiness Team (US-CERT, searchable athttp://www.kb.cert.org/vuls/).",,,
"4.3.1",Vulnerabilities,Vulnerabilities,cve,string,"Corresponds to an identifier provided in the Common Vulnerabilities and Exposures index (searchable athttp://cve.mitre.org).",,,
"4.3.1",Vulnerabilities,Vulnerabilities,cvss,number,"Numeric indicator of the common vulnerability scoring system.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,dest,string,"The host with the discovered vulnerability. You can alias this from more specific fields, such as dest_host,dest_ip, or dest_name.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,"dest_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,"dest_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,"dest_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,dvc,string,"The system that discovered the vulnerability. You can alias this from more specific fields, such as dvc_host,dvc_ip, or dvc_name.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,"dvc_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,"dvc_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,"dvc_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Vulnerabilities,Vulnerabilities,msft,string,"Corresponds to a Microsoft Security Advisory number (http://technet.microsoft.com/en-us/security/advisory/).",,,
